Keywords,TF-IDF
special,4.353406717825807
sponsor,4.353406717825807
car,4.353406717825807
family,4.576550269140016
santos,4.576550269140016
donation,4.710081661764539
district,4.710081661764539
annual,4.710081661764539
rule,4.864232341591798
fund,4.864232341591798
approval,4.864232341591798
committee,4.864232341591798
environment,5.046553898385752
councilmember,5.046553898385752
cohen,5.046553898385752
accept,5.046553898385752
alviso,5.046553898385752
exempt,5.269697449699962
september,5.269697449699962
use,5.269697449699962
result,5.269697449699962
community,5.269697449699962
toni,5.269697449699962
physical,5.269697449699962
project,5.269697449699962
classic,5.269697449699962
temporary,5.269697449699962
activity,5.269697449699962
honorable,5.269697449699962
taber,5.269697449699962
street,5.269697449699962
receive,5.557379522151743
report,5.557379522151743
fundraising,5.557379522151743
gift,5.557379522151743
regard,5.557379522151743
raffle,5.557379522151743
expenditure,5.557379522151743
expend,5.557379522151743
group,5.557379522151743
purchase,5.557379522151743
individual,5.557379522151743
prize,5.557379522151743
recommendation,5.557379522151743
hold,5.557379522151743
support,5.557379522151743
material,5.557379522151743
open,5.557379522151743
disclosure,5.557379522151743
business,5.557379522151743
david,5.557379522151743
parking,5.557379522151743
card,5.557379522151743
area,5.557379522151743
cash,5.557379522151743
cmc,5.557379522151743
ceqa,5.557379522151743
proceed,5.962844630259907
permanent,5.962844630259907
procedure,5.962844630259907
question,5.962844630259907
pursuant,5.962844630259907
prime,5.962844630259907
prior,5.962844630259907
process,5.962844630259907
recommend,5.962844630259907
post,5.962844630259907
rev,5.962844630259907
removal,5.962844630259907
submit,5.962844630259907
thoroughfare,5.962844630259907
sponsorship,5.962844630259907
tone,5.962844630259907
truck,5.962844630259907
set,5.962844630259907
sell,5.962844630259907
value,5.962844630259907
vendor,5.962844630259907
referral,5.962844630259907
schedule,5.962844630259907
page,5.962844630259907
vibrant,5.962844630259907
rod,5.962844630259907
review,5.962844630259907
vintage,5.962844630259907
tend,5.962844630259907
restaurant,5.962844630259907
resident,5.962844630259907
requirement,5.962844630259907
scatter,5.962844630259907
outreach,5.962844630259907
jewelry,5.962844630259907
organization,5.962844630259907
enthusiast,5.962844630259907
ensure,5.962844630259907
enable,5.962844630259907
effect,5.962844630259907
discover,5.962844630259907
direction,5.962844630259907
department,5.962844630259907
craft,5.962844630259907
compliance,5.962844630259907
clean,5.962844630259907
citywide,5.962844630259907
budgetary,5.962844630259907
bay,5.962844630259907
background,5.962844630259907
auto,5.962844630259907
attract,5.962844630259907
atmosphere,5.962844630259907
associate,5.962844630259907
art,5.962844630259907
arrive,5.962844630259907
array,5.962844630259907
analysis,5.962844630259907
amenity,5.962844630259907
allow,5.962844630259907
administrative,5.962844630259907
exist,5.962844630259907
organize,5.962844630259907
extensive,5.962844630259907
festive,5.962844630259907
observance,5.962844630259907
north,5.962844630259907
normal,5.962844630259907
neighboring,5.962844630259907
negligible,5.962844630259907
minor,5.962844630259907
marina,5.962844630259907
main,5.962844630259907
lot,5.962844630259907
litter,5.962844630259907
land,5.962844630259907
kind,5.962844630259907
visitor,5.962844630259907
interest,5.962844630259907
intend,5.962844630259907
inception,5.962844630259907
hot,5.962844630259907
hit,5.962844630259907
highlight,5.962844630259907
graffiti,5.962844630259907
government,5.962844630259907
free,5.962844630259907
food,5.962844630259907
financial,5.962844630259907
fill,5.962844630259907
february,5.962844630259907
website,5.962844630259907
