Keywords,TF-IDF
pride,4.172083663361442
community,4.731699451296865
special,4.731699451296865
silicon,4.782992745684415
flag,4.782992745684415
valley,4.782992745684415
sponsor,4.8370599669546905
festival,4.894218380794639
fund,5.019381523748645
hall,5.242525075062855
councilmember,5.329536452052485
donation,5.329536452052485
proclamation,5.329536452052485
raise,5.42484663185681
expenditure,5.42484663185681
light,5.42484663185681
rule,5.530207147514636
lighting,5.530207147514636
district,5.530207147514636
rainbow,5.530207147514636
approval,5.64799018317102
bisexual,5.64799018317102
environment,5.64799018317102
committee,5.64799018317102
accept,5.7815215757955425
conjunction,5.7815215757955425
place,5.7815215757955425
activity,5.7815215757955425
policy,5.7815215757955425
official,5.7815215757955425
parade,5.7815215757955425
ceremonial,5.7815215757955425
celebration,5.7815215757955425
celebrate,5.7815215757955425
year,5.7815215757955425
exempt,5.7815215757955425
shall,5.7815215757955425
transgender,5.7815215757955425
foley,5.9356722556228005
submit,5.9356722556228005
support,5.9356722556228005
davis,5.9356722556228005
taber,5.9356722556228005
result,5.9356722556228005
physical,5.9356722556228005
toni,5.9356722556228005
project,5.9356722556228005
temporary,5.9356722556228005
gay,6.117993812416755
fundraising,6.117993812416755
ally,6.117993812416755
rotunda,6.117993812416755
virtual,6.117993812416755
pam,6.117993812416755
section,6.117993812416755
annual,6.117993812416755
use,6.117993812416755
organization,6.117993812416755
report,6.117993812416755
person,6.117993812416755
blue,6.117993812416755
theme,6.117993812416755
dev,6.117993812416755
regard,6.117993812416755
receive,6.117993812416755
queer,6.117993812416755
color,6.117993812416755
downtown,6.117993812416755
tower,6.117993812416755
cash,6.117993812416755
display,6.117993812416755
disclosure,6.117993812416755
july,6.341137363730965
group,6.341137363730965
raising,6.341137363730965
material,6.341137363730965
open,6.341137363730965
recommendation,6.341137363730965
individual,6.341137363730965
recognize,6.341137363730965
purple,6.341137363730965
expend,6.341137363730965
ceremony,6.341137363730965
business,6.341137363730965
cmc,6.341137363730965
government,6.341137363730965
ceqa,6.341137363730965
schedule,6.341137363730965
post,6.628819436182746
worldwide,6.628819436182746
pursuant,6.628819436182746
tuesday,6.628819436182746
proudly,6.628819436182746
proliferation,6.628819436182746
typical,6.628819436182746
profit,6.628819436182746
typically,6.628819436182746
process,6.628819436182746
unable,6.628819436182746
plaza,6.628819436182746
uncil,6.628819436182746
procedure,6.628819436182746
unity,6.628819436182746
prior,6.628819436182746
video,6.628819436182746
website,6.628819436182746
weekend,6.628819436182746
work,6.628819436182746
proceed,6.628819436182746
saturday,6.628819436182746
transgend,6.628819436182746
rise,6.628819436182746
sense,6.628819436182746
right,6.628819436182746
review,6.628819436182746
serve,6.628819436182746
requirement,6.628819436182746
set,6.628819436182746
showcase,6.628819436182746
replacement,6.628819436182746
question,6.628819436182746
singe,6.628819436182746
social,6.628819436182746
red,6.628819436182746
south,6.628819436182746
stand,6.628819436182746
sunday,6.628819436182746
rally,6.628819436182746
talent,6.628819436182746
themed,6.628819436182746
transform,6.628819436182746
removal,6.628819436182746
abundant,6.628819436182746
minor,6.628819436182746
permit,6.628819436182746
dance,6.628819436182746
de,6.628819436182746
department,6.628819436182746
digital,6.628819436182746
digitally,6.628819436182746
direction,6.628819436182746
effect,6.628819436182746
enable,6.628819436182746
enjoy,6.628819436182746
ensure,6.628819436182746
entire,6.628819436182746
equality,6.628819436182746
evolve,6.628819436182746
exist,6.628819436182746
extraordinary,6.628819436182746
family,6.628819436182746
february,6.628819436182746
césar,6.628819436182746
financial,6.628819436182746
continue,6.628819436182746
clip,6.628819436182746
access,6.628819436182746
add,6.628819436182746
administrative,6.628819436182746
allow,6.628819436182746
amid,6.628819436182746
analysis,6.628819436182746
area,6.628819436182746
array,6.628819436182746
associate,6.628819436182746
background,6.628819436182746
bay,6.628819436182746
begin,6.628819436182746
ble,6.628819436182746
budgetary,6.628819436182746
chávez,6.628819436182746
citywide,6.628819436182746
clean,6.628819436182746
compliance,6.628819436182746
pink,6.628819436182746
foster,6.628819436182746
graffiti,6.628819436182746
march,6.628819436182746
merchant,6.628819436182746
negligible,6.628819436182746
neighbor,6.628819436182746
non,6.628819436182746
nora,6.628819436182746
normal,6.628819436182746
notable,6.628819436182746
observance,6.628819436182746
occur,6.628819436182746
online,6.628819436182746
orange,6.628819436182746
outreach,6.628819436182746
pandemic,6.628819436182746
park,6.628819436182746
people,6.628819436182746
permanent,6.628819436182746
love,6.628819436182746
friendly,6.628819436182746
loudly,6.628819436182746
litter,6.628819436182746
great,6.628819436182746
green,6.628819436182746
honor,6.628819436182746
host,6.628819436182746
inclusive,6.628819436182746
kind,6.628819436182746
land,6.628819436182746
interest,6.628819436182746
large,6.628819436182746
lesbian,6.628819436182746
liberation,6.628819436182746
life,6.628819436182746
yellow,6.628819436182746
correct,7.0342845442909105
recommend,7.0342845442909105
include,7.0342845442909105
honorable,7.0342845442909105
previous,7.0342845442909105
lieu,7.0342845442909105
white,7.0342845442909105
reason,7.0342845442909105
referral,7.0342845442909105
